video_id,true_label,frame_id,frame_name,class_name,track_id,track_local_index,confidence,bbox_x,bbox_y,bbox_w,bbox_h,centroid_x,centroid_y,area,image_width,image_height,match_score
11.MG,1,299,00000299.jpg,vocal_cords,11_MG_vocal_cords_001,20,0.8577184081077576,472.830322265625,1.8020153045654297,96.41754150390625,213.8114185333252,519.3319051488513,101.98766344093964,13537.0,1280,720,0.9598147578995372
11.MG,1,300,00000300.jpg,vocal_cords,11_MG_vocal_cords_001,21,0.8657273650169373,473.33624267578125,2.6393699645996094,95.5682373046875,213.16797256469727,519.9123895743594,102.92319486018836,13697.0,1280,720,0.9850466290504719
11.MG,1,301,00000301.jpg,vocal_cords,11_MG_vocal_cords_001,22,0.8587896227836609,472.3011474609375,1.7739009857177734,97.40087890625,216.0897159576416,519.8146446518306,103.02957645369706,13930.0,1280,720,0.9677516578631701
11.MG,1,302,00000302.jpg,vocal_cords,11_MG_vocal_cords_001,23,0.8664728403091431,472.7685546875,3.014860153198242,96.59027099609375,214.97906684875488,520.3851043848877,104.03474680343857,13843.0,1280,720,0.9839278456337794
11.MG,1,303,00000303.jpg,vocal_cords,11_MG_vocal_cords_001,24,0.8242542743682861,470.18194580078125,1.2022209167480469,100.28704833984375,220.90712356567383,521.0108298171589,104.03045007032348,14220.0,1280,720,0.9368032832548991
11.MG,1,304,00000304.jpg,vocal_cords,11_MG_vocal_cords_001,25,0.8102166652679443,470.267333984375,3.2783126831054688,100.49951171875,221.29315948486328,522.1177273380262,107.24522338744433,13922.0,1280,720,0.9714382399313223
11.MG,1,305,00000305.jpg,vocal_cords,11_MG_vocal_cords_001,26,0.8314091563224792,473.066650390625,2.0647525787353516,99.663330078125,222.47458457946777,524.612052046231,107.54852075307116,13757.0,1280,720,0.946332107496138
11.MG,1,306,00000306.jpg,vocal_cords,11_MG_vocal_cords_001,27,0.8175709247589111,473.09552001953125,2.2910594940185547,101.346435546875,224.97673225402832,525.9955504521315,108.80127745083968,13934.0,1280,720,0.9679040776926204
11.MG,1,307,00000307.jpg,vocal_cords,11_MG_vocal_cords_001,28,0.8308282494544983,474.19586181640625,4.838161468505859,100.35211181640625,221.66510391235352,526.8962229823157,110.66756422385562,13741.0,1280,720,0.9708933738187601
11.MG,1,308,00000308.jpg,vocal_cords,11_MG_vocal_cords_001,29,0.8359653353691101,476.1407470703125,3.1608963012695312,99.67626953125,223.20063018798828,527.7796410709032,111.40408943807002,13596.0,1280,720,0.9593982289371953
11.MG,1,309,00000309.jpg,vocal_cords,11_MG_vocal_cords_001,30,0.8007885217666626,474.6446228027344,2.131986618041992,102.83316040039062,226.21785163879395,528.9817879598179,112.04993857049939,13837.0,1280,720,0.9550738977970971
11.MG,1,310,00000310.jpg,vocal_cords,11_MG_vocal_cords_001,31,0.8138468265533447,475.1571044921875,1.1794757843017578,102.3843994140625,230.05941581726074,530.2520652094452,112.9229475838877,13679.0,1280,720,0.9763100278254008
11.MG,1,311,00000311.jpg,vocal_cords,11_MG_vocal_cords_001,32,0.8027361631393433,476.0159606933594,0.8573532104492188,103.71780395507812,230.37235260009766,531.5867060348553,113.8546017571655,13886.0,1280,720,0.9677781374376268
11.MG,1,312,00000312.jpg,vocal_cords,11_MG_vocal_cords_001,33,0.7919794917106628,476.28546142578125,0.030059814453125,104.29962158203125,232.66183471679688,532.4835417565042,115.1843467011643,13914.0,1280,720,0.9775961730943207
11.MG,1,313,00000313.jpg,vocal_cords,11_MG_vocal_cords_001,34,0.7588440179824829,474.6041564941406,0.0,105.57394409179688,233.2235870361328,531.973618824905,115.53697749196141,13684.0,1280,720,0.9773121664924379
11.MG,1,314,00000314.jpg,vocal_cords,11_MG_vocal_cords_001,35,0.8039685487747192,477.1400451660156,2.1950721740722656,105.07919311523438,228.99009323120117,533.6804175665947,116.19352051835853,13890.0,1280,720,0.9387968585345103
11.MG,1,315,00000315.jpg,vocal_cords,11_MG_vocal_cords_001,36,0.7253274321556091,485.5827331542969,0.0,99.55160522460938,228.93148803710938,533.9681144683324,113.4978210342824,13768.0,1280,720,0.8747428105861245
11.MG,1,316,00000316.jpg,vocal_cords,11_MG_vocal_cords_001,37,0.7977535128593445,477.872802734375,0.0,104.33001708984375,231.6357421875,533.6801217479527,114.04688745561272,13799.0,1280,720,0.8897624062711967
11.MG,1,317,00000317.jpg,vocal_cords,11_MG_vocal_cords_001,38,0.7509060502052307,484.7170715332031,0.0,102.19992065429688,233.27577209472656,534.7522493341971,114.77074785863384,13893.0,1280,720,0.886800343477744
11.MG,1,318,00000318.jpg,vocal_cords,11_MG_vocal_cords_001,39,0.7410584688186646,487.1836853027344,0.0,100.41812133789062,232.68551635742188,535.3566251087271,114.38293708321252,13796.0,1280,720,0.9662165464296343
11.MG,1,319,00000319.jpg,vocal_cords,11_MG_vocal_cords_001,40,0.7834022641181946,488.8216552734375,0.014743804931640625,98.63385009765625,230.28501510620117,535.9894301130904,113.27622145021805,13529.0,1280,720,0.9704837318891161
11.MG,1,320,00000320.jpg,vocal_cords,11_MG_vocal_cords_001,41,0.7810885906219482,489.6249694824219,0.0,97.60971069335938,229.69520568847656,536.7074996294649,111.05832221728176,13494.0,1280,720,0.9838251601284514
11.MG,1,321,00000321.jpg,vocal_cords,11_MG_vocal_cords_001,42,0.7607983350753784,487.5317687988281,0.0,100.20370483398438,226.89141845703125,536.147419967841,110.2677971056863,13682.0,1280,720,0.9613444527225424
11.MG,1,322,00000322.jpg,vocal_cords,11_MG_vocal_cords_001,43,0.6851229667663574,485.5452880859375,0.0,102.41131591796875,226.28176879882812,535.6317535195695,110.20645684381219,13567.0,1280,720,0.9754593841304416
11.MG,1,323,00000323.jpg,vocal_cords,11_MG_vocal_cords_001,44,0.7448700070381165,487.93218994140625,0.0,99.12213134765625,224.3482208251953,536.1996857698638,109.95047134520425,13366.0,1280,720,0.9590436058744795
11.MG,1,324,00000324.jpg,vocal_cords,11_MG_vocal_cords_001,45,0.7688693404197693,487.90087890625,0.0,99.526123046875,225.0823974609375,536.908537032959,109.1720619540483,13623.0,1280,720,0.9914775681555299
11.MG,1,325,00000325.jpg,vocal_cords,11_MG_vocal_cords_001,46,0.6779547333717346,486.2152099609375,0.0,101.8123779296875,228.36383056640625,536.0469445268467,110.01898546425393,13484.0,1280,720,0.9621425213548777
11.MG,1,326,00000326.jpg,vocal_cords,11_MG_vocal_cords_001,47,0.764392614364624,489.19000244140625,0.0,98.90948486328125,224.88304138183594,537.1074035453597,109.58029197080292,13426.0,1280,720,0.9542919117826704
11.MG,1,327,00000327.jpg,vocal_cords,11_MG_vocal_cords_001,48,0.7827497124671936,489.274658203125,0.45917510986328125,98.85760498046875,223.31156158447266,537.220215533259,109.30063173541434,13455.0,1280,720,0.9914374416401711
11.MG,1,328,00000328.jpg,vocal_cords,11_MG_vocal_cords_001,49,0.8069319725036621,490.81854248046875,0.0,97.75372314453125,227.1949462890625,538.8040875912409,111.02671532846715,13700.0,1280,720,0.9608277735720736
11.MG,1,329,00000329.jpg,vocal_cords,11_MG_vocal_cords_001,50,0.8204790353775024,492.57904052734375,1.8092918395996094,96.44219970703125,227.0380744934082,539.8186809110468,112.08346316492322,13479.0,1280,720,0.9612058808846307
11.MG,1,330,00000330.jpg,vocal_cords,11_MG_vocal_cords_001,51,0.8076686859130859,492.5643615722656,0.0,97.42904663085938,226.16632080078125,540.4397724818201,111.72726618187055,13889.0,1280,720,0.969870540146478
11.MG,1,331,00000331.jpg,vocal_cords,11_MG_vocal_cords_001,52,0.8276597261428833,493.2311706542969,2.6721668243408203,97.89932250976562,222.54794120788574,541.2859166902805,113.63920374043639,14116.0,1280,720,0.9634344954040036
11.MG,1,332,00000332.jpg,vocal_cords,11_MG_vocal_cords_001,53,0.8385745882987976,493.78570556640625,1.4237689971923828,99.10369873046875,227.48885917663574,542.5871413757345,112.50190114068441,14465.0,1280,720,0.953808067657409
11.MG,1,333,00000333.jpg,vocal_cords,11_MG_vocal_cords_001,54,0.8160757422447205,492.5798034667969,0.965118408203125,101.16946411132812,228.06820678710938,542.4419140572048,112.58770502914464,14754.0,1280,720,0.9769282233719355
11.MG,1,334,00000334.jpg,vocal_cords,11_MG_vocal_cords_001,55,0.8217734098434448,493.34637451171875,0.7063865661621094,100.6148681640625,228.16464614868164,542.9174462273813,112.10645271423694,14645.0,1280,720,0.9877669471337038
11.MG,1,335,00000335.jpg,vocal_cords,11_MG_vocal_cords_001,56,0.8278294801712036,492.6838684082031,1.4024066925048828,101.88162231445312,226.69439506530762,543.8652264062605,112.46445053842552,14951.0,1280,720,0.9803894281482531
11.MG,1,336,00000336.jpg,vocal_cords,11_MG_vocal_cords_001,57,0.8287541270256042,492.9832763671875,1.9925975799560547,102.302734375,225.89482307434082,543.7608272342711,111.44564560531794,14893.0,1280,720,0.9851744397301849
11.MG,1,337,00000337.jpg,vocal_cords,11_MG_vocal_cords_001,58,0.8150717616081238,492.6054382324219,1.1472225189208984,102.33468627929688,227.7444553375244,543.4501205141939,111.87660685591858,14936.0,1280,720,0.9842684496005228
11.MG,1,338,00000338.jpg,vocal_cords,11_MG_vocal_cords_001,59,0.8174813985824585,493.0809020996094,2.6561737060546875,101.14785766601562,225.30882263183594,543.2988118947875,112.01016413707849,14561.0,1280,720,0.9776119640406158
11.MG,1,339,00000339.jpg,vocal_cords,11_MG_vocal_cords_001,60,0.8291379809379578,493.63720703125,0.0,100.9112548828125,227.01284790039062,544.8978458656676,109.86232271875836,14948.0,1280,720,0.9725159232586401
11.MG,1,340,00000340.jpg,vocal_cords,11_MG_vocal_cords_001,61,0.8315961956977844,493.8179931640625,0.0,100.189697265625,223.91664123535156,544.3986080786026,109.82191593886463,14656.0,1280,720,0.9789141548613609
11.MG,1,341,00000341.jpg,vocal_cords,11_MG_vocal_cords_001,62,0.8370619416236877,493.34210205078125,0.0,102.17510986328125,226.69424438476562,545.1120037179658,109.52018324259727,15062.0,1280,720,0.9678566591531182
11.MG,1,342,00000342.jpg,vocal_cords,11_MG_vocal_cords_001,63,0.8379424214363098,493.0709533691406,0.3882122039794922,101.97671508789062,224.94958686828613,544.7846382490036,109.75795446868878,14803.0,1280,720,0.9847318797186324
11.MG,1,343,00000343.jpg,vocal_cords,11_MG_vocal_cords_001,64,0.8287836909294128,492.5643310546875,0.9693145751953125,101.7965087890625,223.41969299316406,543.3670061099797,109.51045485403938,14730.0,1280,720,0.980506191209861
11.MG,1,344,00000344.jpg,vocal_cords,11_MG_vocal_cords_001,65,0.8258600234985352,493.689697265625,0.9637260437011719,101.01068115234375,223.24809646606445,544.757323026851,109.29759967453214,14748.0,1280,720,0.9837281689231901
11.MG,1,345,00000345.jpg,vocal_cords,11_MG_vocal_cords_001,66,0.834418773651123,493.43438720703125,1.1810684204101562,101.602294921875,221.56229400634766,544.7208530805688,109.37149627623562,14770.0,1280,720,0.9866067497491274
11.MG,1,346,00000346.jpg,vocal_cords,11_MG_vocal_cords_001,67,0.8206635117530823,493.47247314453125,1.0540008544921875,102.305908203125,221.3214874267578,545.0533342369206,109.18609379235565,14756.0,1280,720,0.9898115244081275
11.MG,1,347,00000347.jpg,vocal_cords,11_MG_vocal_cords_001,68,0.8028491139411926,493.70794677734375,0.13370513916015625,102.32080078125,223.88768768310547,545.4789051245112,109.45290526171365,14577.0,1280,720,0.983383034012442
11.MG,1,348,00000348.jpg,vocal_cords,11_MG_vocal_cords_001,69,0.8370743989944458,494.8141174316406,0.3335762023925781,102.28543090820312,222.92887496948242,546.251821090612,107.87208114915923,14689.0,1280,720,0.9725181426046389
11.MG,1,349,00000349.jpg,vocal_cords,11_MG_vocal_cords_001,70,0.8372170329093933,495.0318908691406,0.0,102.09677124023438,224.36947631835938,546.3865664631282,107.57095886734214,14903.0,1280,720,0.9907640815317258
11.MG,1,350,00000350.jpg,vocal_cords,11_MG_vocal_cords_001,71,0.83943110704422,494.7508239746094,1.149749755859375,102.48153686523438,221.36595153808594,546.5381068619474,107.9806753458096,14748.0,1280,720,0.9823774269974096
11.MG,1,351,00000351.jpg,vocal_cords,11_MG_vocal_cords_001,72,0.8481324315071106,495.1961669921875,0.0,102.46795654296875,221.60797119140625,547.1597426963281,107.41570624497454,14924.0,1280,720,0.9814255602592059
11.MG,1,352,00000352.jpg,vocal_cords,11_MG_vocal_cords_001,73,0.8306289911270142,494.7094421386719,0.0,103.54452514648438,221.99017333984375,547.4587791910626,107.38360589541692,14859.0,1280,720,0.9876611987899231
11.MG,1,353,00000353.jpg,vocal_cords,11_MG_vocal_cords_001,74,0.8558602333068848,496.02606201171875,0.23781776428222656,102.3525390625,219.3027400970459,548.6455283470855,107.40524354538195,15028.0,1280,720,0.9732463225841629
11.MG,1,354,00000354.jpg,vocal_cords,11_MG_vocal_cords_001,75,0.8556234836578369,495.9414978027344,0.0,101.71408081054688,219.0949249267578,547.8638732959101,106.41512964448009,14964.0,1280,720,0.9875322834380729
11.MG,1,355,00000355.jpg,vocal_cords,11_MG_vocal_cords_001,76,0.8516805768013,495.74383544921875,0.0,103.34039306640625,220.9053955078125,548.752039800995,106.57684908789386,15075.0,1280,720,0.9754665375034418
11.MG,1,356,00000356.jpg,vocal_cords,11_MG_vocal_cords_001,77,0.8632686734199524,496.9062805175781,0.44940948486328125,102.51840209960938,222.3169937133789,549.6819827529458,107.58106773747613,15191.0,1280,720,0.9738086168913921
11.MG,1,357,00000357.jpg,vocal_cords,11_MG_vocal_cords_001,78,0.850337028503418,496.652099609375,1.6668033599853516,102.36041259765625,221.46539878845215,548.6498608718696,109.14939711143501,15094.0,1280,720,0.9841498629235397
11.MG,1,358,00000358.jpg,vocal_cords,11_MG_vocal_cords_001,79,0.8446131348609924,495.804931640625,0.08467674255371094,102.5784912109375,222.9603977203369,549.2300370174511,108.95888418826019,15128.0,1280,720,0.9778400224389275
11.MG,1,359,00000359.jpg,vocal_cords,11_MG_vocal_cords_001,80,0.8388697504997253,495.466064453125,0.0,103.14202880859375,223.908447265625,548.5554899645808,108.87708251344615,15246.0,1280,720,0.9897862367344995
11.MG,1,360,00000360.jpg,vocal_cords,11_MG_vocal_cords_001,81,0.8600054383277893,497.3083801269531,0.0,100.99142456054688,226.9646453857422,549.3526745240254,109.15049864007253,15442.0,1280,720,0.9655061879793242
11.MG,1,361,00000361.jpg,vocal_cords,11_MG_vocal_cords_001,82,0.8589349985122681,496.7257995605469,0.0,102.43447875976562,226.1577606201172,549.8948634590378,109.20071521456437,15380.0,1280,720,0.982027303683824
11.MG,1,362,00000362.jpg,vocal_cords,11_MG_vocal_cords_001,83,0.8368726968765259,497.02667236328125,0.0,103.6529541015625,225.7367706298828,549.911247974068,108.68952998379254,15425.0,1280,720,0.9799777944124695
11.MG,1,363,00000363.jpg,vocal_cords,11_MG_vocal_cords_001,84,0.8552502393722534,496.769775390625,0.0,102.25555419921875,224.180908203125,549.7289196310935,109.01449275362319,15180.0,1280,720,0.9743849181845817
11.MG,1,364,00000364.jpg,vocal_cords,11_MG_vocal_cords_001,85,0.8458191752433777,496.150146484375,0.0,102.77801513671875,222.15084838867188,549.7962950841134,108.5019964652746,15277.0,1280,720,0.9833799355349493
11.MG,1,365,00000365.jpg,vocal_cords,11_MG_vocal_cords_001,86,0.85541170835495,497.4208984375,0.0,101.1376953125,221.83859252929688,549.9951827900225,107.7597334037218,15154.0,1280,720,0.9816144339375681
11.MG,1,366,00000366.jpg,vocal_cords,11_MG_vocal_cords_001,87,0.8599127531051636,498.2413330078125,0.0,101.6844482421875,223.12437438964844,550.2111285471427,107.94233032561789,15294.0,1280,720,0.9727590070967788
11.MG,1,367,00000367.jpg,vocal_cords,11_MG_vocal_cords_001,88,0.8636886477470398,498.43524169921875,0.0,101.19464111328125,220.6413116455078,550.4912555468546,107.27903941529627,15324.0,1280,720,0.9831611939175646
11.MG,1,368,00000368.jpg,vocal_cords,11_MG_vocal_cords_001,89,0.8561186194419861,497.11602783203125,0.0,102.42913818359375,220.263427734375,550.306135770235,107.2322454308094,15320.0,1280,720,0.984478904209799
11.MG,1,369,00000369.jpg,vocal_cords,11_MG_vocal_cords_001,90,0.8532669544219971,498.5602111816406,0.05629539489746094,100.81808471679688,219.91672706604004,549.5527335917658,106.85463173372544,14962.0,1280,720,0.9819339043563677
11.MG,1,370,00000370.jpg,vocal_cords,11_MG_vocal_cords_001,91,0.8636432886123657,498.51800537109375,0.0,100.64105224609375,220.4090118408203,550.1553571428572,106.907208994709,15120.0,1280,720,0.9947085452569167
11.MG,1,371,00000371.jpg,vocal_cords,11_MG_vocal_cords_001,92,0.8608611226081848,498.0116271972656,0.3969287872314453,101.74044799804688,219.8641185760498,550.8428871943203,107.05765185379963,15212.0,1280,720,0.9861986541551641
11.MG,1,372,00000372.jpg,vocal_cords,11_MG_vocal_cords_001,93,0.8696997165679932,498.09747314453125,0.0,102.49835205078125,219.02435302734375,551.1247064962171,105.95121314896947,15332.0,1280,720,0.9820831604092745
11.MG,1,373,00000373.jpg,vocal_cords,11_MG_vocal_cords_001,94,0.8759442567825317,498.82330322265625,0.0,102.30145263671875,219.70233154296875,551.2331170550848,106.60195974576271,15104.0,1280,720,0.983886405056598
11.MG,1,374,00000374.jpg,vocal_cords,11_MG_vocal_cords_001,95,0.8746415376663208,498.18695068359375,0.0,102.90899658203125,220.02493286132812,551.3983296067341,106.61738787320795,15206.0,1280,720,0.9919510620956558
11.MG,1,375,00000375.jpg,vocal_cords,11_MG_vocal_cords_001,96,0.8769561052322388,498.35833740234375,1.0650444030761719,102.760009765625,216.01674270629883,551.3351236655394,106.61826138850209,15081.0,1280,720,0.9798891279241985
11.MG,1,376,00000376.jpg,vocal_cords,11_MG_vocal_cords_001,97,0.8614416718482971,498.3929443359375,0.0,102.7928466796875,221.31976318359375,551.1675907590759,107.829900990099,15150.0,1280,720,0.973390382292388
11.MG,1,377,00000377.jpg,vocal_cords,11_MG_vocal_cords_001,98,0.8824293613433838,499.2726135253906,0.0,102.29354858398438,222.5206298828125,551.9609568504758,107.41819840959458,15342.0,1280,720,0.981658309943492
11.MG,1,378,00000378.jpg,vocal_cords,11_MG_vocal_cords_001,99,0.8517370820045471,499.49896240234375,0.0,104.76434326171875,214.35142517089844,552.4903591926227,107.59179725285355,15507.0,1280,720,0.9368701627438496
11.MG,1,379,00000379.jpg,vocal_cords,11_MG_vocal_cords_001,100,0.8574908375740051,504.7171325683594,0.0,100.22879028320312,219.57839965820312,553.4660960721868,106.63853503184713,15072.0,1280,720,0.9211268808169464
11.MG,1,380,00000380.jpg,vocal_cords,11_MG_vocal_cords_001,101,0.8598811030387878,498.6037902832031,0.49449920654296875,103.59738159179688,222.77161407470703,552.2233502538071,108.018937914877,15366.0,1280,720,0.8978795616462776
11.MG,1,381,00000381.jpg,vocal_cords,11_MG_vocal_cords_001,102,0.861819863319397,505.09722900390625,1.2576675415039062,100.37786865234375,220.4327163696289,554.267498679345,106.79959059693608,15144.0,1280,720,0.8970282690775498
11.MG,1,382,00000382.jpg,vocal_cords,11_MG_vocal_cords_001,103,0.8567185997962952,499.2691650390625,0.0,104.6280517578125,213.6834716796875,552.523295638126,107.61925686591276,15475.0,1280,720,0.8914615985339903
11.MG,1,383,00000383.jpg,vocal_cords,11_MG_vocal_cords_001,104,0.8761416077613831,499.4927978515625,0.0,102.61407470703125,222.04269409179688,552.8136411058946,107.0444705268649,15336.0,1280,720,0.9436833654745307
11.MG,1,384,00000384.jpg,vocal_cords,11_MG_vocal_cords_001,105,0.874935507774353,499.9842529296875,0.0,102.11151123046875,222.94845581054688,553.0141047407601,107.47453310696095,15314.0,1280,720,0.9904618591475423
11.MG,1,385,00000385.jpg,vocal_cords,11_MG_vocal_cords_001,106,0.8655501008033752,506.2783508300781,0.0,98.69088745117188,221.6193389892578,554.2646396396397,106.54511128775835,15096.0,1280,720,0.9057655011918905
11.MG,1,386,00000386.jpg,vocal_cords,11_MG_vocal_cords_001,107,0.870948076248169,499.02142333984375,0.0,102.53240966796875,223.64102172851562,553.3999870742584,107.88076003360693,15473.0,1280,720,0.8894243054274384
11.MG,1,387,00000387.jpg,vocal_cords,11_MG_vocal_cords_001,108,0.8467962741851807,506.5611572265625,0.0,100.1982421875,221.2262725830078,554.45531496063,106.1497375328084,15240.0,1280,720,0.870094456149068
11.MG,1,388,00000388.jpg,vocal_cords,11_MG_vocal_cords_001,109,0.8628671169281006,506.0363464355469,0.0,99.55496215820312,222.01541137695312,554.7274538451321,106.37162969849913,15058.0,1280,720,0.9793637997531153
11.MG,1,389,00000389.jpg,vocal_cords,11_MG_vocal_cords_001,110,0.868708610534668,506.821044921875,0.0,98.53564453125,222.64930725097656,554.8315369261477,106.23160345974718,15030.0,1280,720,0.9867613226462919
11.MG,1,390,00000390.jpg,vocal_cords,11_MG_vocal_cords_001,111,0.8600835204124451,501.7490234375,0.0,104.0792236328125,215.21975708007812,554.241965973535,107.36901114660061,15341.0,1280,720,0.9151293077110664
11.MG,1,391,00000391.jpg,vocal_cords,11_MG_vocal_cords_001,112,0.8653064966201782,505.45086669921875,0.0,100.16827392578125,221.66632080078125,554.4381627740551,106.17487476416629,15371.0,1280,720,0.9337905566534863
11.MG,1,392,00000392.jpg,vocal_cords,11_MG_vocal_cords_001,113,0.8613446354866028,505.2386169433594,0.0,101.24783325195312,220.07260131835938,554.5114563613813,105.17266140087473,15319.0,1280,720,0.9809065586001862
11.MG,1,393,00000393.jpg,vocal_cords,11_MG_vocal_cords_001,114,0.8625797629356384,507.5423889160156,0.0,98.07046508789062,222.30880737304688,555.5383585486678,106.09077520417726,14938.0,1280,720,0.9576708258435775
11.MG,1,394,00000394.jpg,vocal_cords,11_MG_vocal_cords_001,115,0.8625195622444153,506.68310546875,0.0,99.0081787109375,220.49232482910156,555.1343910405973,105.28084794347043,15001.0,1280,720,0.9813430300249792
11.MG,1,395,00000395.jpg,vocal_cords,11_MG_vocal_cords_001,116,0.882038414478302,506.7513427734375,0.0,98.6611328125,219.98634338378906,554.7588561384532,104.47931314223905,14792.0,1280,720,0.9930567851087523
11.MG,1,396,00000396.jpg,vocal_cords,11_MG_vocal_cords_001,117,0.8801225423812866,506.93035888671875,0.0,98.42413330078125,220.54364013671875,554.867057081314,105.00652934841142,14856.0,1280,720,0.9943459228120197
11.MG,1,397,00000397.jpg,vocal_cords,11_MG_vocal_cords_001,118,0.8812214732170105,498.6933898925781,0.0,105.55062866210938,217.6295166015625,554.0750481077614,106.28903143040411,15590.0,1280,720,0.8993417260383324
11.MG,1,398,00000398.jpg,vocal_cords,11_MG_vocal_cords_001,119,0.8757772445678711,502.25628662109375,0.0,103.6724853515625,212.60052490234375,554.0492897820253,105.84185376710087,15277.0,1280,720,0.9288029789133457
11.MG,1,399,00000399.jpg,vocal_cords,11_MG_vocal_cords_001,120,0.8795698285102844,506.0063171386719,0.0,99.83847045898438,217.9650115966797,554.8483672376874,104.7661937901499,14944.0,1280,720,0.9385530863269768
11.MG,1,400,00000400.jpg,vocal_cords,11_MG_vocal_cords_001,121,0.8628786206245422,506.374267578125,0.0,99.3099365234375,219.04563903808594,554.9623001513257,104.97526153036384,15199.0,1280,720,0.9895210249796792
